Timestamp,Longitude,Latitude,NetworkTech,NetworkMode,Level,Qual,SNR,CQI,EVENT,SecondCell_RSRQ,Eid
611.0,4G,LTE,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,166.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,230.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,230.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,230.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,230.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
612.0,4G,LTE,309.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
613.0,4G,LTE,457.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
613.0,4G,LTE,457.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
613.0,4G,LTE,457.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
613.0,4G,LTE,457.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
613.0,4G,LTE,457.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
613.0,4G,LTE,457.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,153.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,I,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,I,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,I,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,I,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,I,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,I,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,I,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,I,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
611.0,4G,LTE,160.0,193.0,193.0,21.0,N,D,499.0,1000.0,4Mns15
,,,,,,,,,,,4Mns15
